時間,電壓,電流,SOC,Temp Max,Temp Min,CellV Max,CellV Min,CHG_Current,DSG_Current,Basic_Status0,Basic_Status1,Basic_Status2,ExtendedStatus,SOCStatus,ErrorCode,Relay/Mos,Cycle,FW Version
"2025-01-14T01:55:44Z
","51.12 V
","72.23 A
","51 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.23 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:55:45Z
","51.12 V
","72.23 A
","51 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.23 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:55:45Z
","51.12 V
","72.23 A
","51 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.23 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:55:46Z
","51.12 V
","72.24 A
","51 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.24 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:55:46Z
","51.12 V
","72.24 A
","51 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.24 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:55:47Z
","51.12 V
","72.24 A
","51 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.24 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:55:48Z
","51.12 V
","72.16 A
","51 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.16 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:55:48Z
","51.12 V
","72.16 A
","51 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.16 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:55:49Z
","51.12 V
","72.16 A
","51 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.16 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:55:49Z
","51.12 V
","72.16 A
","51 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.16 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:55:50Z
","51.12 V
","72.14 A
","51 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.14 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:55:51Z
","51.12 V
","72.14 A
","51 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.14 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:55:51Z
","51.12 V
","72.14 A
","51 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.14 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:55:52Z
","51.12 V
","72.14 A
","51 %
","32.8 C
","14.7 C
","3.507 V
","3.385 V
","72.14 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:55:53Z
","51.12 V
","72.15 A
","51 %
","32.8 C
","14.7 C
","3.507 V
","3.385 V
","72.15 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:55:54Z
","51.12 V
","72.15 A
","51 %
","32.8 C
","14.7 C
","3.507 V
","3.385 V
","72.15 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:55:54Z
","51.12 V
","72.15 A
","51 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.15 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:55:55Z
","51.12 V
","72.15 A
","51 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.15 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:55:56Z
","51.12 V
","72.21 A
","51 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.21 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:05Z
","51.12 V
","72.14 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.14 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:06Z
","51.12 V
","72.14 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.14 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:07Z
","51.12 V
","72.14 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.386 V
","72.14 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:07Z
","51.12 V
","72.17 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.386 V
","72.17 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:08Z
","51.12 V
","72.17 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.386 V
","72.17 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:09Z
","51.12 V
","72.17 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.386 V
","72.17 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:09Z
","51.12 V
","72.17 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.386 V
","72.17 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:10Z
","51.12 V
","72.24 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.386 V
","72.24 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:10Z
","51.12 V
","72.24 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.386 V
","72.24 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:12Z
","51.12 V
","72.22 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.22 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:12Z
","51.12 V
","72.22 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.22 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:13Z
","51.12 V
","72.22 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.22 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:14Z
","51.12 V
","72.16 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.16 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:14Z
","51.12 V
","72.16 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.16 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:15Z
","51.12 V
","72.16 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.16 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:15Z
","51.12 V
","72.16 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.386 V
","72.16 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:16Z
","51.12 V
","72.13 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.386 V
","72.13 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:16Z
","51.12 V
","72.13 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.386 V
","72.13 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:17Z
","51.12 V
","72.13 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.386 V
","72.13 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:17Z
","51.12 V
","72.13 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.386 V
","72.13 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:18Z
","51.12 V
","72.19 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.386 V
","72.19 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:19Z
","51.12 V
","72.19 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.386 V
","72.19 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:19Z
","51.12 V
","72.19 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.386 V
","72.19 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:20Z
","51.12 V
","72.19 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.386 V
","72.19 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:20Z
","51.12 V
","72.19 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.19 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:21Z
","51.12 V
","72.19 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.19 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:21Z
","51.12 V
","72.19 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.19 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:22Z
","51.12 V
","72.19 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.19 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:22Z
","51.12 V
","72.19 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.19 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:23Z
","51.12 V
","72.19 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.19 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:23Z
","51.12 V
","72.18 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.18 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:24Z
","51.12 V
","72.18 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.18 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:24Z
","51.12 V
","72.18 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.386 V
","72.18 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:25Z
","51.12 V
","72.18 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.386 V
","72.18 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:25Z
","51.12 V
","72.18 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.386 V
","72.18 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:26Z
","51.12 V
","72.14 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.386 V
","72.14 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:26Z
","51.12 V
","72.14 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.386 V
","72.14 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:27Z
","51.12 V
","72.14 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.386 V
","72.14 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:28Z
","51.12 V
","72.14 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.14 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:28Z
","51.12 V
","72.14 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.14 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:30Z
","51.12 V
","72.14 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.14 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:30Z
","51.12 V
","72.19 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.19 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:31Z
","51.12 V
","72.19 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.19 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:31Z
","51.12 V
","72.19 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.19 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:32Z
","51.12 V
","72.19 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.19 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:32Z
","51.12 V
","72.19 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.19 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:33Z
","51.12 V
","72.22 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.22 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:33Z
","51.12 V
","72.22 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.22 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:36Z
","51.12 V
","72.18 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.386 V
","72.18 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:36Z
","51.12 V
","72.18 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.18 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:37Z
","51.12 V
","72.18 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.18 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:37Z
","51.12 V
","72.18 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.18 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:38Z
","51.12 V
","72.18 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.18 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:38Z
","51.12 V
","72.18 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.18 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:39Z
","51.12 V
","72.18 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.18 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:39Z
","51.12 V
","72.18 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.18 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:40Z
","51.12 V
","72.12 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.12 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:41Z
","51.12 V
","72.12 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.12 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:41Z
","51.12 V
","72.12 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.12 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:42Z
","51.12 V
","72.12 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.12 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:43Z
","51.12 V
","72.22 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.22 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:43Z
","51.12 V
","72.22 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.22 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:44Z
","51.12 V
","72.22 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.22 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:44Z
","51.12 V
","72.22 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.22 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:45Z
","51.12 V
","72.25 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.25 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:45Z
","51.12 V
","72.25 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.25 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:46Z
","51.12 V
","72.25 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.25 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:46Z
","51.12 V
","72.25 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.25 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:47Z
","51.12 V
","72.25 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.25 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:47Z
","51.12 V
","72.17 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.17 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:48Z
","51.12 V
","72.17 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.17 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:49Z
","51.12 V
","72.17 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.17 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:50Z
","51.12 V
","72.14 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.14 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:51Z
","51.12 V
","72.14 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.14 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:52Z
","51.12 V
","72.17 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.17 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:52Z
","51.12 V
","72.17 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.17 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:53Z
","51.12 V
","72.17 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.386 V
","72.17 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:54Z
","51.12 V
","72.17 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.386 V
","72.17 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:54Z
","51.12 V
","72.21 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.386 V
","72.21 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:55Z
","51.12 V
","72.21 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.386 V
","72.21 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:55Z
","51.12 V
","72.21 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.386 V
","72.21 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:56Z
","51.12 V
","72.21 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.386 V
","72.21 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:57Z
","51.12 V
","72.21 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.21 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:57Z
","51.12 V
","72.21 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.21 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:58Z
","51.12 V
","72.21 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.21 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:58Z
","51.12 V
","72.21 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.21 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:58:59Z
","51.13 V
","72.16 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.16 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:59:00Z
","51.13 V
","72.16 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.16 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:59:00Z
","51.13 V
","72.16 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.16 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:59:01Z
","51.13 V
","72.16 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.16 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:59:02Z
","51.12 V
","72.17 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.17 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:59:03Z
","51.12 V
","72.17 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.17 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:59:04Z
","51.12 V
","72.16 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.16 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:59:04Z
","51.12 V
","72.16 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.16 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:59:05Z
","51.12 V
","72.16 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.386 V
","72.16 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:59:06Z
","51.12 V
","72.16 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.386 V
","72.16 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:59:07Z
","51.13 V
","72.2 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.386 V
","72.2 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:59:07Z
","51.13 V
","72.2 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.386 V
","72.2 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:59:08Z
","51.13 V
","72.2 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.386 V
","72.2 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:59:08Z
","51.13 V
","72.2 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.386 V
","72.2 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:59:09Z
","51.12 V
","72.18 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.386 V
","72.18 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:59:10Z
","51.12 V
","72.18 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.386 V
","72.18 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:59:11Z
","51.12 V
","72.18 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.386 V
","72.18 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:59:11Z
","51.12 V
","72.17 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.386 V
","72.17 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:59:12Z
","51.12 V
","72.17 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.386 V
","72.17 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:59:12Z
","51.12 V
","72.17 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.17 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:59:13Z
","51.12 V
","72.17 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.17 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:59:13Z
","51.12 V
","72.17 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.17 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
"2025-01-14T01:59:14Z
","51.12 V
","72.18 A
","52 %
","32.8 C
","14.7 C
","3.506 V
","3.385 V
","72.18 A
","-1.96 A
","0
","0
","0
","0
","0
","0
","5
","7
","4660
"
